eventID	decimalLatitude	decimalLongitude	quality
MGYA00362885	42.48	3.14	OK
MGYA00362886	42.48	3.14	OK
MGYA00362887	42.48	3.14	OK
MGYA00362888	42.48	3.14	OK
MGYA00362889	42.48	3.14	OK
MGYA00362890	42.48	3.14	OK
MGYA00362891	42.48	3.14	OK
MGYA00362892	42.48	3.14	OK
MGYA00362893	42.48	3.14	OK
MGYA00362894	42.48	3.14	OK
MGYA00362895	42.48	3.14	OK
MGYA00362896	42.48	3.14	OK
MGYA00362897	42.48	3.14	OK
MGYA00362898	42.48	3.14	OK
MGYA00362899	42.48	3.14	OK
MGYA00362900	42.48	3.14	OK
MGYA00362901	42.48	3.14	OK
MGYA00362902	42.48	3.14	OK
MGYA00362903	42.48	3.14	OK
MGYA00362904	42.48	3.14	OK
MGYA00362905	42.48	3.14	OK
MGYA00362906	42.48	3.14	OK
MGYA00362907	42.48	3.14	OK
MGYA00362908	42.48	3.14	OK
MGYA00362909	42.48	3.14	OK
MGYA00362910	42.48	3.14	OK
MGYA00362911	42.48	3.14	OK
MGYA00362912	42.48	3.14	OK
MGYA00362913	42.48	3.14	OK
MGYA00362914	42.48	3.14	OK
MGYA00362915	42.48	3.14	OK
MGYA00362916	42.48	3.14	OK
MGYA00362917	42.48	3.14	OK
MGYA00362918	42.48	3.14	OK
MGYA00362919	42.48	3.14	OK
MGYA00362920	42.48	3.14	OK
MGYA00362921	42.48	3.14	OK
MGYA00362922	42.48	3.14	OK
MGYA00362923	42.48	3.14	OK
MGYA00362924	42.48	3.14	OK
MGYA00362925	42.48	3.14	OK
MGYA00362926	42.48	3.14	OK
MGYA00362927	42.48	3.14	OK
MGYA00362928	42.48	3.14	OK
MGYA00362929	42.48	3.14	OK
MGYA00362930	42.48	3.14	OK
MGYA00362931	42.48	3.14	OK
MGYA00362932	42.48	3.14	OK
MGYA00362933	42.48	3.14	OK
MGYA00362934	42.48	3.14	OK
MGYA00362935	42.48	3.14	OK
MGYA00362936	42.48	3.14	OK
MGYA00362937	42.48	3.14	OK
MGYA00362938	42.48	3.14	OK
MGYA00362939	42.48	3.14	OK
MGYA00362940	42.48	3.14	OK
MGYA00362941	42.48	3.14	OK
MGYA00362942	42.48	3.14	OK
MGYA00362943	42.48	3.14	OK
MGYA00362944	42.48	3.14	OK
MGYA00362945	42.48	3.14	OK
MGYA00362946	42.48	3.14	OK
MGYA00362947	42.48	3.14	OK
MGYA00362948	42.48	3.14	OK
MGYA00362949	42.48	3.14	OK
MGYA00362950	42.48	3.14	OK
MGYA00362951	42.48	3.14	OK
MGYA00362952	42.48	3.14	OK
MGYA00362953	42.48	3.14	OK
MGYA00362954	42.48	3.14	OK
MGYA00362955	42.48	3.14	OK
MGYA00362956	42.48	3.14	OK
MGYA00362957	42.48	3.14	OK
MGYA00362958	42.48	3.14	OK
MGYA00362959	42.48	3.14	OK
MGYA00362960	42.48	3.14	OK
MGYA00362961	42.48	3.14	OK
MGYA00362962	42.48	3.14	OK
MGYA00362963	42.48	3.14	OK
MGYA00362964	42.48	3.14	OK
MGYA00362965	42.48	3.14	OK
MGYA00362966	42.48	3.14	OK
MGYA00362967	42.48	3.14	OK
MGYA00362968	42.48	3.14	OK
MGYA00362969	42.48	3.14	OK
MGYA00362970	42.48	3.14	OK
MGYA00362971	42.48	3.14	OK
MGYA00362972	42.48	3.14	OK
MGYA00362973	42.48	3.14	OK
MGYA00362974	42.48	3.14	OK
MGYA00362975	42.48	3.14	OK
MGYA00362976	42.48	3.14	OK
MGYA00362977	42.48	3.14	OK
MGYA00362978	42.48	3.14	OK
MGYA00362979	42.48	3.14	OK
MGYA00362980	42.48	3.14	OK
MGYA00362981	42.48	3.14	OK
MGYA00362982	42.48	3.14	OK
MGYA00362983	42.48	3.14	OK
MGYA00362984	42.48	3.14	OK
MGYA00362985	42.48	3.14	OK
MGYA00362986	42.48	3.14	OK
MGYA00362987	42.48	3.14	OK
MGYA00362988	42.48	3.14	OK
MGYA00362989	42.48	3.14	OK
MGYA00362990	42.48	3.14	OK
MGYA00362991	42.48	3.14	OK
MGYA00362992	42.48	3.14	OK
MGYA00362993	42.48	3.14	OK
MGYA00362994	42.48	3.14	OK
MGYA00362995	42.48	3.14	OK
MGYA00362996	42.48	3.14	OK
MGYA00362997	42.48	3.14	OK
MGYA00362998	42.48	3.14	OK
MGYA00362999	42.48	3.14	OK
MGYA00363000	42.48	3.14	OK
MGYA00363001	42.48	3.14	OK
MGYA00363002	42.48	3.14	OK
MGYA00363003	42.48	3.14	OK
MGYA00363004	42.48	3.14	OK
MGYA00363005	42.48	3.14	OK
MGYA00363006	42.48	3.14	OK
MGYA00363007	42.48	3.14	OK
MGYA00363008	42.48	3.14	OK
MGYA00363009	42.48	3.14	OK
MGYA00363010	42.48	3.14	OK
MGYA00363011	42.48	3.14	OK
MGYA00363012	42.48	3.14	OK
MGYA00363013	42.48	3.14	OK
MGYA00363014	42.48	3.14	OK
MGYA00363015	42.48	3.14	OK
MGYA00363016	42.48	3.14	OK
MGYA00363017	42.48	3.14	OK
MGYA00363018	42.48	3.14	OK
MGYA00363019	42.48	3.14	OK
MGYA00363020	42.48	3.14	OK
MGYA00363021	42.48	3.14	OK
MGYA00363022	42.48	3.14	OK
MGYA00363023	42.48	3.14	OK
MGYA00363024	42.48	3.14	OK
MGYA00363025	42.48	3.14	OK
MGYA00363026	42.48	3.14	OK
MGYA00363027	42.48	3.14	OK
MGYA00363028	42.48	3.14	OK
MGYA00363029	42.48	3.14	OK
MGYA00363030	42.48	3.14	OK
MGYA00363031	42.48	3.14	OK
MGYA00363032	42.48	3.14	OK
MGYA00363033	42.48	3.14	OK
MGYA00363034	42.48	3.14	OK
MGYA00363035	42.48	3.14	OK
MGYA00363036	42.48	3.14	OK
MGYA00363037	42.48	3.14	OK
MGYA00363038	42.48	3.14	OK
MGYA00363039	42.48	3.14	OK
MGYA00363040	42.48	3.14	OK
MGYA00363041	42.48	3.14	OK
MGYA00363042	42.48	3.14	OK
MGYA00363043	42.48	3.14	OK
