eventID	decimalLatitude	decimalLongitude	quality
MGYA00593781	35.35	25.29	OK
MGYA00593782	32.7747	-16.8287	OK
MGYA00593783	69.0233	-105.3434	OK
MGYA00593784	38.6769	-9.0124	On Land
MGYA00593785	40.1451	-8.8693	OK
MGYA00593786	40.6599	-8.7038	On Land
MGYA00593787	37.167	-7.504	OK
MGYA00593788	65.8172	-18.1018	OK
MGYA00593789	43.1758	27.9086	OK
MGYA00593790	66.1316	-18.7902	OK
MGYA00593791	59.8996	10.72	OK
MGYA00593792	59.622	10.6282	OK
MGYA00593793	56.9631	-2.1031	OK
MGYA00593794	51.4716	3.0592	OK
MGYA00593795	51.3348	2.5022	OK
MGYA00593796	-32	115.4167	OK
MGYA00593797	38.2686	15.6371	OK
MGYA00593798	45.502	12.4176	On Land
MGYA00593799	45.3144	12.5083	OK
MGYA00593800	45.4142	12.4378	OK
MGYA00593801	43.8514	13.0731	OK
MGYA00593802	33.55	-118.4	OK
MGYA00593803	33.2596	-8.4992	OK
MGYA00593804	37.4257	-25.3156	OK
MGYA00593805	45.7009	13.71	OK
MGYA00593806	-42.5966	148.2333	OK
MGYA00593807	27.0253	33.9126	OK
MGYA00593808	45.4142	12.4378	OK
MGYA00593809	-35.8372	136.4413	OK
MGYA00593810	-27.342	153.5622	OK
MGYA00593811	50.151	-4.13	OK
MGYA00593812	35.35	25.29	OK
MGYA00593813	35.35	25.29	OK
MGYA00593814	32.7418	-16.7113	OK
MGYA00593815	32.6461	-16.9102	OK
MGYA00593816	32.7747	-16.8287	OK
MGYA00593817	65.9449	-22.4192	OK
MGYA00593818	39.1404	-9.3801	OK
MGYA00593819	39.1404	-9.3801	OK
MGYA00593820	38.6769	-9.0124	On Land
MGYA00593821	40.1451	-8.8693	OK
MGYA00593822	40.6599	-8.7038	On Land
MGYA00593823	34.41	-9.51	OK
MGYA00593824	34.41	-9.51	OK
MGYA00593825	39.4151	-9.2188	OK
MGYA00593826	37.167	-7.504	OK
MGYA00593827	51.7423	-8.3112	OK
MGYA00593828	32.822	32.954	OK
MGYA00593829	32.822	32.954	OK
MGYA00593830	55.0331	-1.4328	OK
MGYA00593831	66.0069	-18.1965	On Land
MGYA00593832	65.4886	-18.0608	On Land
MGYA00593833	65.8172	-18.1018	OK
MGYA00593834	42.2449	27.4008	On Land
MGYA00593835	42.2449	27.4008	On Land
MGYA00593836	32.0694	34.843	On Land
MGYA00593837	60.1612	5.115	OK
MGYA00593838	31.3836	-80.8667	OK
MGYA00593839	21.2688	-157.7223	OK
MGYA00593840	78.4533	-2.8297	OK
MGYA00593841	8.5216	81.0521	On Land
MGYA00593842	41.6667	18.5833	OK
MGYA00593843	41.6667	18.5833	OK
MGYA00593844	-34.6759	-54.2752	OK
MGYA00593845	44.6936	-63.6403	OK
MGYA00593846	44.6936	-63.6403	OK
MGYA00593847	36.9977	-7.9731	OK
MGYA00593848	44.6667	-1.1667	OK
MGYA00593849	44.6667	-1.1667	OK
MGYA00593850	59.8162	10.5986	OK
MGYA00593851	59.8996	10.72	OK
MGYA00593852	59.622	10.6282	OK
MGYA00593853	37.4328	-25.19	OK
MGYA00593854	48.359	-4.552	OK
MGYA00593855	48.359	-4.552	OK
MGYA00593856	58.957	-2.9726	OK
MGYA00593857	58.957	-2.9726	OK
MGYA00593858	57.8498	-5.6495	OK
MGYA00593859	43.4326	2.8997	On Land
MGYA00593860	65.7064	-18.1181	OK
MGYA00593861	38.4133	27.0342	OK
MGYA00593862	38.4133	27.0342	OK
MGYA00593863	51.7961	1.013	OK
MGYA00593864	51.4347	2.8109	OK
MGYA00593865	51.4347	2.8109	OK
MGYA00593866	51.2695	2.9047	OK
MGYA00593867	51.3073	2.8493	OK
MGYA00593868	51.3073	2.8493	OK
MGYA00593869	51.3749	3.2183	OK
MGYA00593870	51.441	3.14	OK
MGYA00593871	51.441	3.14	OK
MGYA00593872	51.4716	3.0592	OK
MGYA00593873	51.3348	2.5022	OK
MGYA00593874	51.2777	2.6135	OK
MGYA00593875	51.2777	2.6135	OK
MGYA00593876	51.1858	2.7017	OK
MGYA00593877	51.1858	2.7017	OK
MGYA00593878	51.5803	2.7897	OK
MGYA00593879	51.5803	2.7897	OK
MGYA00593880	35.3637	33.2897	OK
MGYA00593881	35.3637	33.2897	OK
MGYA00593882	51.4584	2.3505	OK
MGYA00593883	51.4584	2.3505	OK
MGYA00593884	51.7484	2.698	OK
MGYA00593885	51.7484	2.698	OK
MGYA00593886	51.6829	2.4152	OK
MGYA00593887	51.6829	2.4152	OK
MGYA00593888	51.4816	2.4515	OK
MGYA00593889	51.4816	2.4515	OK
MGYA00593890	38.8855	-76.5416	OK
MGYA00593891	38.8855	-76.5416	OK
MGYA00593892	-19.305	147.622	OK
MGYA00593893	35	33	On Land
MGYA00593894	35	33	On Land
MGYA00593895	-12.3382	130.6952	OK
MGYA00593896	48.7778	-3.9375	OK
MGYA00593897	48.7778	-3.9375	OK
MGYA00593898	64.2083	-22.015	OK
MGYA00593899	64.2083	-22.015	OK
MGYA00593900	64.2083	-22.015	OK
MGYA00593901	64.2083	-22.015	OK
MGYA00593902	45.08	13.61	OK
MGYA00593903	45.08	13.61	OK
MGYA00593904	43.2264	5.7458	On Land
MGYA00593905	43.2264	5.7458	On Land
MGYA00593906	35.1927	-2.8801	OK
MGYA00593907	35.1927	-2.8801	OK
MGYA00593908	35.0864	-2.2147	OK
MGYA00593909	35.0864	-2.2147	OK
MGYA00593910	35.82	-5.75	OK
MGYA00593911	35.82	-5.75	OK
MGYA00593912	16.8026	88.0817	OK
MGYA00593913	16.8026	88.0817	OK
MGYA00593914	27.4694	-80.2834	OK
MGYA00593915	27.4694	-80.2834	OK
MGYA00593916	54.1819	7.9	OK
MGYA00593917	54.1819	7.9	OK
MGYA00593918	59.8822	23.2538	OK
MGYA00593919	59.8822	23.2538	OK
MGYA00593920	-34.0833	151.25	OK
MGYA00593921	31.2167	29.9667	OK
MGYA00593922	31.2167	29.9667	OK
MGYA00593923	38.6792	-76.1742	On Land
MGYA00593924	38.6792	-76.1742	On Land
MGYA00593925	39.3322	-75.4699	OK
MGYA00593926	39.3322	-75.4699	OK
MGYA00593927	26.1029	-80.0932	OK
MGYA00593928	24.7449	-80.7838	OK
MGYA00593929	24.7449	-80.7838	OK
MGYA00593930	32.7524	79.8995	On Land
MGYA00593931	40.808	14.25	OK
MGYA00593932	40.808	14.25	OK
MGYA00593933	48.0405	-123.0257	OK
MGYA00593934	32.867	-117.2572	OK
MGYA00593935	32.867	-117.2572	OK
MGYA00593936	30.2484	-88.7483	OK
MGYA00593937	30.2484	-88.7483	OK
MGYA00593938	45.4125	12.5265	OK
MGYA00593939	45.3256	13.3319	OK
MGYA00593940	35.661	24.99	OK
MGYA00593941	35.661	24.99	OK
MGYA00593942	43.3333	-1.925	OK
MGYA00593943	43.3333	-1.925	OK
MGYA00593944	27.0253	33.9126	OK
MGYA00593945	27.0415	33.907	OK
MGYA00593946	43.8444	-69.6409	OK
MGYA00593947	43.8604	-69.5781	OK
MGYA00593948	21.2888	-156.8636	OK
MGYA00593949	21.2866	-157.8435	OK
MGYA00593950	34.7181	-76.6707	OK
MGYA00593951	34.7181	-76.6707	OK
MGYA00593952	33.3231	-79.1676	OK
MGYA00593953	33.3231	-79.1676	OK
MGYA00593954	41.5245	-70.6722	OK
MGYA00593955	53.2254	-4.159	OK
MGYA00593956	46.4416	30.776	OK
MGYA00593957	46.4416	30.776	OK
MGYA00593958	45.4568	12.2605	On Land
MGYA00593959	41.1416	-8.6668	OK
MGYA00593960	41.1416	-8.6668	OK
MGYA00593961	74.31	-20.3043	OK
MGYA00593962	38.4844	21.3169	On Land
MGYA00593963	33.5839	-7.7006	OK
MGYA00593964	35.0864	-2.2147	OK
MGYA00593965	60.1433	-1.2825	OK
MGYA00593966	60.1433	-1.2825	OK
MGYA00593967	50.151	-4.13	OK
MGYA00593968	41.8398	-83.19	On Land
MGYA00593969	41.8398	-83.19	On Land
MGYA00593970	35.35	25.29	OK
MGYA00593971	32.7418	-16.7113	OK
MGYA00593972	32.6461	-16.9102	OK
MGYA00593973	69.0233	-105.3434	OK
MGYA00593974	65.9449	-22.4192	OK
MGYA00593975	65.9449	-22.4192	OK
MGYA00593976	65.9449	-22.4192	OK
MGYA00593977	38.7573	-8.9663	On Land
MGYA00593978	38.7573	-8.9663	On Land
MGYA00593979	38.6667	-9.4367	OK
MGYA00593980	38.6667	-9.4367	OK
MGYA00593981	39.1344	-9.3848	OK
MGYA00593982	39.1344	-9.3848	OK
MGYA00593983	39.4151	-9.2188	OK
MGYA00593984	51.7423	-8.3112	OK
MGYA00593985	29.4667	34.9291	OK
MGYA00593986	29.4667	34.9291	OK
MGYA00593987	34.3244	135.1208	OK
MGYA00593988	34.3244	135.1208	OK
MGYA00593989	55.0331	-1.4328	OK
MGYA00593990	66.0069	-18.1965	On Land
MGYA00593991	66.0078	-18.1953	On Land
MGYA00593992	66.0078	-18.1953	On Land
MGYA00593993	65.4886	-18.0608	On Land
MGYA00593994	43.1758	27.9086	OK
MGYA00593995	66.1316	-18.7902	OK
MGYA00593996	32.0694	34.843	On Land
MGYA00593997	-33.8971	18.3868	OK
MGYA00593998	-33.8971	18.3868	OK
MGYA00593999	42.49	3.15	OK
MGYA00594000	42.49	3.15	OK
MGYA00594001	60.1612	5.115	OK
MGYA00594002	31.3836	-80.8667	OK
MGYA00594003	31.9828	-81.0167	On Land
MGYA00594004	31.9828	-81.0167	On Land
MGYA00594005	21.2688	-157.7223	OK
MGYA00594006	51.3614	3.1189	OK
MGYA00594007	51.3614	3.1189	OK
MGYA00594008	78.4533	-2.8297	OK
MGYA00594009	8.5216	81.0521	On Land
MGYA00594010	53.5809	8.1486	OK
MGYA00594011	53.5809	8.1486	OK
MGYA00594012	-34.37	-54.16	On Land
MGYA00594013	-34.37	-54.16	On Land
MGYA00594014	41.1667	18.5833	OK
MGYA00594015	41.1667	18.5833	OK
MGYA00594016	-34.6759	-54.2752	OK
MGYA00594017	-34.42	-54.16	On Land
MGYA00594018	-34.42	-54.16	On Land
MGYA00594019	44.6936	-63.6403	OK
MGYA00594020	44.6936	-63.6403	OK
MGYA00594021	44.6936	-63.6403	OK
MGYA00594022	44.6936	-63.6403	OK
MGYA00594023	36.9977	-7.9731	OK
MGYA00594024	59.8162	10.5986	OK
MGYA00594025	59.8162	10.5986	OK
MGYA00594026	59.8162	10.5986	OK
MGYA00594027	59.8996	10.72	OK
MGYA00594028	59.8996	10.72	OK
MGYA00594029	59.622	10.6282	OK
MGYA00594030	59.622	10.6282	OK
MGYA00594031	37.4328	-25.19	OK
MGYA00594032	56.9631	-2.1031	OK
MGYA00594033	57.8498	-5.6495	OK
MGYA00594034	43.4326	2.8997	On Land
MGYA00594035	65.7064	-18.1181	OK
MGYA00594036	51.7961	1.013	OK
MGYA00594037	51.2695	2.9047	OK
MGYA00594038	51.3749	3.2183	OK
MGYA00594039	26.1029	-80.0932	OK
MGYA00594040	32.7524	79.8995	On Land
MGYA00594041	48.0405	-123.0257	OK
MGYA00594042	38.2686	15.6371	OK
MGYA00594043	27.6158	-82.7259	OK
MGYA00594044	27.6158	-82.7259	OK
MGYA00594045	45.502	12.4176	On Land
MGYA00594046	45.4125	12.5265	OK
MGYA00594047	45.3256	13.3319	OK
MGYA00594048	35.661	24.99	OK
MGYA00594049	35.661	24.99	OK
MGYA00594050	9.3485	-82.266	OK
MGYA00594051	9.3485	-82.266	OK
MGYA00594052	27.0415	33.907	OK
MGYA00594053	43.8444	-69.6409	OK
MGYA00594054	43.8604	-69.5781	OK
MGYA00594055	21.2888	-156.8636	OK
MGYA00594056	21.2866	-157.8435	OK
MGYA00594057	41.6666	2.8	OK
MGYA00594058	41.6666	2.8	OK
MGYA00594059	41.5245	-70.6722	OK
MGYA00594060	53.2254	-4.159	OK
MGYA00594061	45.3144	12.5083	OK
MGYA00594062	-36.2928	174.8186	OK
MGYA00594063	-36.2928	174.8186	OK
MGYA00594064	45.4568	12.2605	On Land
MGYA00594065	-17.2894	-149.5399	OK
MGYA00594066	-17.2894	-149.5399	OK
MGYA00594067	-45.7442	170.7706	OK
MGYA00594068	-45.7442	170.7706	OK
MGYA00594069	54.8333	10	OK
MGYA00594070	54.8333	10	OK
MGYA00594071	41.6835	-8.8341	OK
MGYA00594072	41.6835	-8.8341	OK
MGYA00594073	43.9475	12.935	OK
MGYA00594074	43.9475	12.935	OK
MGYA00594075	43.8514	13.0731	OK
MGYA00594076	43.57	13.595	OK
MGYA00594077	43.57	13.595	OK
MGYA00594078	74.31	-20.3043	OK
MGYA00594079	74.31	-20.3043	OK
MGYA00594080	74.31	-20.3043	OK
MGYA00594081	37.0051	-7.9731	OK
MGYA00594082	37.0051	-7.9731	OK
MGYA00594083	33.55	-118.4	OK
MGYA00594084	38.4844	21.3169	On Land
MGYA00594085	32.7468	-9.0367	OK
MGYA00594086	32.7468	-9.0367	OK
MGYA00594087	33.5839	-7.7006	OK
MGYA00594088	33.2596	-8.4992	OK
MGYA00594089	35.0864	-2.2147	OK
MGYA00594090	1.2685	103.9168	OK
MGYA00594091	1.2685	103.9168	OK
MGYA00594092	37.4257	-25.3156	OK
MGYA00594093	38.5297	-28.6018	OK
MGYA00594094	38.5297	-28.6018	OK
MGYA00594095	38.64	-28.13	OK
MGYA00594096	38.64	-28.13	OK
MGYA00594097	45.7009	13.71	OK
