eventID	decimalLatitude	decimalLongitude	quality
MGYA00166895	43.7056	-16.8794	OK
MGYA00166896	-57.7338	-67.1084	OK
MGYA00166897	20.8222	63.5133	OK
MGYA00166898	14.2075	-116.6468	OK
MGYA00166899	-30.1471	-43.2915	OK
MGYA00166900	-17.0244	42.7415	OK
MGYA00166901	-1.8155	-84.629	OK
MGYA00166902	34.1504	-56.9684	OK
MGYA00166904	-2.0133	-84.589	OK
MGYA00166905	17.4814	67.9947	OK
MGYA00166906	6.4946	-95.0463	OK
MGYA00166907	-44.5913	-52.1804	OK
MGYA00166908	35.759	14.2574	OK
MGYA00166909	-57.7558	-67.0324	OK
MGYA00166910	-21.1584	-104.8314	OK
MGYA00166911	34.1132	-49.9181	OK
MGYA00166912	-11.9873	-151.05	OK
MGYA00166913	-21.4689	54.3066	OK
MGYA00166914	25.6168	-88.4532	OK
MGYA00166915	-64.358	-53.0534	OK
MGYA00166916	44.0852	-16.5645	OK
MGYA00166917	-28.1762	-107.4021	OK
MGYA00166918	-60.4016	-60.4488	OK
MGYA00166919	-29.4985	37.9926	OK
MGYA00166920	-33.9116	-73.0537	OK
MGYA00166921	-8.9109	-140.2845	OK
MGYA00166922	35.3888	-127.7422	OK
MGYA00166923	36.3489	-72.7896	OK
MGYA00166924	6.6261	-153.07	OK
MGYA00166925	-31.027	4.6802	OK
MGYA00166926	40.6769	2.8658	OK
MGYA00166927	34.1132	-49.9181	OK
MGYA00166928	43.7182	-16.8714	OK
MGYA00166929	6.3199	-102.96	OK
MGYA00166930	-40.6297	-52.0503	OK
MGYA00166931	33.9184	32.86	OK
MGYA00166932	-17.0248	42.7401	OK
MGYA00166933	25.5264	-88.394	OK
MGYA00166934	-21.4966	56.9011	OK
MGYA00166935	35.4002	-127.7499	OK
MGYA00166936	37.5057	17.2174	OK
MGYA00166937	-20.4075	-3.1641	OK
MGYA00166938	-23.2319	-134.9617	OK
MGYA00166939	-47.2007	-57.9446	OK
MGYA00166940	-12.8071	45.2249	OK
MGYA00166941	-33.9116	-73.0537	OK
MGYA00166942	-12.9794	-96.0232	OK
MGYA00166943	-16.9741	-100.6683	OK
MGYA00166944	33.008	-121.7579	OK
MGYA00166945	-64.3369	-53.1308	OK
MGYA00166946	36.1399	-28.9689	OK
MGYA00166947	17.4855	68.0247	OK
MGYA00166948	-47.1966	-58.2349	OK
MGYA00166949	17.4814	67.9947	OK
MGYA00166950	-5.261	-85.1678	OK
MGYA00166951	36.5533	-6.5669	OK
MGYA00166952	34.4933	14.9133	OK
MGYA00166953	-1.9389	-84.611	OK
MGYA00166954	31.528	-159.0224	OK
MGYA00166955	38.4761	20.1705	OK
MGYA00166956	36.3385	-72.7366	OK
MGYA00166957	-20.9354	-35.1803	OK
MGYA00166958	25.5593	-88.4126	OK
MGYA00166959	18.5745	66.4895	OK
MGYA00166960	-11.9873	-151.05	OK
MGYA00166961	-21.146	-104.787	OK
MGYA00166962	18.5667	66.522	OK
MGYA00166963	31.5168	-159.046	OK
MGYA00166964	18.7341	66.3896	OK
MGYA00166965	-33.688	-71.9903	OK
MGYA00166966	35.4	-127.7426	OK
MGYA00166967	17.0854	-118.8913	OK
MGYA00166968	-34.0614	-73.1066	OK
MGYA00166969	-8.892	-142.6358	OK
MGYA00166970	-17.4962	42.2173	OK
MGYA00166971	-16.9486	-100.6715	OK
MGYA00166972	39.2214	-70.0322	OK
MGYA00166973	39.1633	5.916	OK
MGYA00166974	-16.9581	-100.6588	OK
MGYA00166975	-9.2612	-9.68	OK
MGYA00166976	43.7056	-16.8794	OK
MGYA00166977	-29.5333	37.9117	OK
MGYA00166978	-62.14	-49.3273	OK
MGYA00166979	14.2005	-116.7031	OK
MGYA00166980	-12.807	45.2248	OK
MGYA00166981	43.3346	7.9026	OK
MGYA00166982	-8.9056	-140.2792	OK
MGYA00166983	-23.233	-134.9608	OK
MGYA00166984	-29.5333	37.9117	OK
MGYA00166985	38.0022	3.9906	OK
MGYA00166986	-32.7404	-87.0992	OK
MGYA00166987	36.0322	-4.4493	OK
MGYA00166988	-32.7954	-87.0839	OK
MGYA00166989	19.0284	64.5126	OK
MGYA00166990	2.0299	-84.5546	OK
MGYA00166991	-16.9601	-100.6335	OK
MGYA00166992	-39.6466	-76.9634	OK
MGYA00166993	-6.6264	-152.4481	OK
MGYA00166994	2.0649	-84.5546	OK
MGYA00166995	-29.5333	37.9117	OK
MGYA00166996	-8.9948	-139.2172	OK
MGYA00166997	34.8217	-71.21	OK
MGYA00166998	-28.1874	-107.6385	OK
MGYA00166999	44.0342	-16.5455	OK
MGYA00167000	-12.9794	-96.0232	OK
MGYA00167001	-40.6241	-51.9229	OK
MGYA00167002	-47.2007	-57.9446	OK
MGYA00167003	43.7056	-16.8794	OK
MGYA00167004	37.0112	1.946	OK
MGYA00167005	17.4847	67.9997	OK
MGYA00167006	18.5745	66.4895	OK
MGYA00167007	-64.3183	-53.1081	OK
MGYA00167008	35.7444	14.3083	OK
MGYA00167009	-40.6511	-52.182	OK
MGYA00167010	2.0218	-84.5652	OK
MGYA00167011	-23.2189	-129.4997	OK
MGYA00167012	31.4868	-159.0749	OK
MGYA00167013	9.8432	-80.0621	OK
MGYA00167014	18.5743	66.5029	OK
MGYA00167015	17.5294	67.9576	OK
MGYA00167016	6.4808	-94.9704	OK
MGYA00167017	32.6744	-121.9918	OK
MGYA00167018	22.7598	-157.9568	OK
MGYA00167019	-8.8995	-140.2866	OK
MGYA00167020	-22.3369	40.3412	OK
MGYA00167021	-0.6625	73.1611	OK
MGYA00167022	35.3888	-127.7422	OK
MGYA00167023	29.7186	-79.6636	OK
MGYA00167024	36.5533	-6.5669	OK
MGYA00167025	36.4121	-72.9289	OK
MGYA00167026	-62.14	-49.3273	OK
MGYA00167027	39.814	17.4138	OK
MGYA00167028	-64.3595	-53.0063	OK
MGYA00167029	33.9179	32.898	OK
MGYA00167030	36.1631	-29.0143	OK
MGYA00167031	6.3559	-103.0598	OK
MGYA00167032	38.0093	3.9712	OK
MGYA00167033	19.0393	64.4913	OK
MGYA00167034	20.8215	63.512	OK
MGYA00167035	29.851	-79.7064	OK
MGYA00167036	-25.8051	-111.7202	OK
MGYA00167037	18.5745	66.4895	OK
MGYA00167038	29.8556	-79.6493	OK
MGYA00167039	39.8386	17.4155	OK
MGYA00167040	-12.807	45.2247	OK
MGYA00167041	-62.21	-49.2245	OK
MGYA00167042	-23.073	-135.018	OK
MGYA00167043	34.6712	-71.3093	OK
MGYA00167044	-9.1463	-140.515	OK
MGYA00167045	-8.9971	-139.1963	OK
MGYA00167046	-17.5705	42.2769	OK
MGYA00167047	39.194	-70.0499	OK
MGYA00167048	-29.668	-101.2285	OK
MGYA00167049	-6.6382	-152.5141	OK
MGYA00167050	27.16	27.1433	On Land
MGYA00167051	-16.8082	59.5043	OK
MGYA00167052	20.8183	63.5047	OK
MGYA00167053	38.0066	3.9841	OK
MGYA00167054	9.8481	-80.0454	OK
MGYA00167055	34.2116	13.7684	OK
MGYA00167056	29.7812	-79.6299	OK
MGYA00167057	23.36	37.2183	OK
MGYA00167058	-12.9723	-96.0122	OK
MGYA00167059	31.6948	-64.2489	OK
MGYA00167060	-23.1594	-134.9238	OK
MGYA00167061	35.4	-127.7426	OK
MGYA00167062	-44.5913	-52.1804	OK
MGYA00167063	35.8777	-37.1969	OK
MGYA00167064	-1.9002	-84.6265	OK
MGYA00167065	34.1132	-49.9181	OK
MGYA00167066	6.3332	-102.9432	OK
MGYA00167067	-16.9554	-100.6911	OK
MGYA00167068	-8.7296	-17.9604	OK
MGYA00167069	-8.9748	-139.2091	OK
MGYA00167070	43.8081	-16.8886	OK
MGYA00167071	14.2075	-116.6468	OK
MGYA00167072	14.5644	70.0096	OK
MGYA00167073	34.6663	-71.2907	OK
MGYA00167074	-54.3739	-65.1342	OK
MGYA00167075	36.2749	14.3068	OK
MGYA00167076	-23.2229	-134.9607	OK
MGYA00167077	-5.2692	-85.2121	OK
MGYA00167078	-13.0619	46.9692	OK
MGYA00167079	36.5533	-6.5669	OK
MGYA00167080	-21.4612	56.7654	OK
MGYA00167081	-20.3943	-3.2085	OK
MGYA00167082	-33.6895	-71.998	OK
MGYA00167083	-9.1504	-140.5216	OK
MGYA00167084	36.0088	-4.5184	OK
MGYA00167085	-9.1504	-140.5216	OK
MGYA00167087	39.8661	17.3868	OK
MGYA00167088	-0.6623	73.1629	OK
MGYA00167089	31.4794	-159.0901	OK
MGYA00167090	-30.1506	-43.2877	OK
MGYA00167091	34.0771	-49.8233	OK
MGYA00167092	-8.7789	-17.9099	OK
MGYA00167093	-16.9616	53.9541	OK
MGYA00167094	-8.9109	-140.2845	OK
MGYA00167095	-31.0266	4.665	OK
MGYA00167096	32.9986	-121.7698	OK
MGYA00167097	-9.3	-9.5587	OK
MGYA00167098	25.5921	-88.4388	OK
MGYA00167099	32.9916	-121.8536	OK
MGYA00167100	29.8253	-79.6833	OK
MGYA00167101	29.851	-79.7064	OK
MGYA00167102	-34.8986	18.03	OK
MGYA00167103	-1.8155	-84.629	OK
MGYA00167104	-20.4107	-3.1775	OK
MGYA00167105	-29.6597	-101.2351	OK
MGYA00167106	37.051	1.9378	OK
MGYA00167107	-16.9587	-100.6751	OK
MGYA00167108	-29.668	-101.2285	OK
MGYA00167109	22.7281	-158.0907	OK
MGYA00167110	36.0469	-4.3555	OK
MGYA00167111	36.3698	-72.9669	OK
MGYA00167112	25.6236	-88.45	OK
MGYA00167113	40.688	2.8652	OK
MGYA00167114	31.528	-159.0224	OK
MGYA00167115	43.6858	-16.8474	OK
MGYA00167116	18.5839	66.4727	OK
MGYA00167117	6.6261	-153.07	OK
MGYA00167118	-23.0731	-135.018	OK
MGYA00167119	18.5918	66.622	OK
MGYA00167120	39.8386	17.4155	OK
MGYA00167121	33.9178	32.8849	OK
MGYA00167122	20.8457	63.5851	OK
MGYA00167123	25.5877	-88.4275	OK
MGYA00167124	-28.1874	-107.6385	OK
MGYA00167125	-13.0619	46.9692	OK
MGYA00167126	6.0001	73.8955	OK
MGYA00167127	17.4847	67.9997	OK
MGYA00167128	4.6599	73.4856	OK
MGYA00167129	35.7528	14.2765	OK
MGYA00167130	-1.9002	-84.6265	OK
MGYA00167131	11.2678	-152.3972	OK
MGYA00167132	36.1736	-29.003	OK
MGYA00167133	4.6599	73.4856	OK
MGYA00167134	-8.9068	-140.283	OK
MGYA00167135	29.8103	-79.668	OK
MGYA00167136	-16.9601	-100.6335	OK
MGYA00167137	-23.0244	-134.9228	OK
MGYA00167138	14.2004	-116.6398	OK
MGYA00167139	-23.0731	-135.0179	OK
MGYA00167140	-0.0141	-84.5899	OK
MGYA00167141	14.1927	-116.6474	OK
MGYA00167142	0.0676	-84.6088	OK
MGYA00167143	-2.0465	72.1568	OK
MGYA00167145	-8.9729	-139.2393	OK
MGYA00167146	-31.0292	4.6742	OK
MGYA00167147	36.345	-72.7586	OK
MGYA00167148	-21.4836	54.3312	OK
MGYA00167149	0.0078	-153.6265	OK
MGYA00167150	35.7867	-37.0916	OK
MGYA00167151	-6.6226	-152.4799	OK
MGYA00167152	38.0093	3.9712	OK
MGYA00167153	29.851	-79.7064	OK
MGYA00167154	21.9467	38.2517	OK
MGYA00167155	17.5294	67.9576	OK
MGYA00167156	23.4183	37.245	OK
MGYA00167157	-57.7338	-67.1084	OK
MGYA00167158	-29.668	-101.2285	OK
MGYA00167159	17.0769	-118.8962	OK
MGYA00167160	42.1694	17.7179	OK
MGYA00167161	2.0299	-84.5546	OK
MGYA00167162	14.2025	-116.6433	OK
MGYA00167163	33.0007	-121.8701	OK
MGYA00167164	-63.4015	-56.7938	OK
MGYA00167165	-63.8767	-56.091	OK
MGYA00167166	37.018	1.9476	OK
MGYA00167167	20.8116	63.5128	OK
MGYA00167168	-22.3368	40.3412	OK
MGYA00167169	7.4122	-79.3017	OK
MGYA00167170	-5.252	-85.2052	OK
MGYA00167171	18.5745	66.4895	OK
MGYA00167172	-28.1698	-107.3833	OK
MGYA00167173	-21.4788	56.8291	OK
MGYA00167174	3e-04	-153.6759	OK
MGYA00167175	33.9189	32.8532	OK
MGYA00167176	35.7528	14.2765	OK
MGYA00167177	37.0299	1.9575	OK
MGYA00167178	-31.027	4.6802	OK
MGYA00167179	-34.0614	-73.1066	OK
MGYA00167180	11.2678	-152.3972	OK
MGYA00167181	36.0322	-4.4493	OK
MGYA00167182	-23.0242	-134.9232	OK
MGYA00167183	-35.1808	26.2879	OK
MGYA00167184	-1.8902	-84.6141	OK
MGYA00167185	-47.1863	-58.2902	OK
MGYA00167186	-13.0023	-95.9759	OK
MGYA00167187	17.0149	-118.9173	OK
MGYA00167188	0.001	-153.6387	OK
MGYA00167189	36.0088	-4.5184	OK
MGYA00167190	-8.9109	-140.2845	OK
MGYA00167191	-23.1571	-135.0182	OK
MGYA00167192	-8.8999	-142.5461	OK
MGYA00167193	42.1735	17.7252	OK
MGYA00167194	6.671	-153.0658	OK
MGYA00167195	-25.8076	-111.6906	OK
MGYA00167196	19.0351	64.5638	OK
MGYA00167197	-23.0244	-134.9233	OK
MGYA00167198	34.0771	-49.8233	OK
MGYA00167199	-9.0714	-140.5973	OK
MGYA00167200	-1.8155	-84.629	OK
MGYA00167201	-21.4792	56.8467	OK
MGYA00167202	-47.2002	-58.2034	OK
MGYA00167203	-44.5342	-52.455	OK
MGYA00167204	-21.1472	-104.7964	OK
MGYA00167205	44.0722	-16.4987	OK
MGYA00167206	-6.6499	-152.4243	OK
MGYA00167207	37.5057	17.2174	OK
MGYA00167208	-39.6049	-76.9812	OK
MGYA00167209	14.1957	-116.7293	OK
MGYA00167210	-17.0248	42.7401	OK
MGYA00167211	-39.5788	-76.9941	OK
MGYA00167212	35.9346	-37.3032	OK
MGYA00167213	-16.9538	54.0043	OK
MGYA00167214	-64.3595	-53.0063	OK
MGYA00167215	-30.1484	-43.2705	OK
MGYA00167216	34.0639	-49.844	OK
MGYA00167217	38.0093	3.9712	OK
MGYA00167218	39.0856	5.7927	OK
MGYA00167219	42.1916	17.7175	OK
MGYA00167220	35.2698	-127.7268	OK
MGYA00167221	35.3915	-127.7775	OK
MGYA00167222	14.2075	-116.6468	OK
MGYA00167223	22.7546	-158.0067	OK
MGYA00167224	35.4002	-127.7499	OK
MGYA00167225	-21.4689	54.3066	OK
MGYA00167226	-44.5838	-52.1952	OK
MGYA00167227	39.8607	17.4105	OK
MGYA00167228	44.0497	-16.6034	OK
MGYA00167229	14.2025	-116.6433	OK
MGYA00167230	-33.9477	-73.0635	OK
MGYA00167231	-16.9587	-100.6751	OK
MGYA00167232	6.671	-153.0658	OK
MGYA00167233	38.0026	3.9992	OK
MGYA00167234	-11.9668	-151.2413	OK
MGYA00167235	11.2723	-152.3711	OK
MGYA00167236	-0.6625	73.161	OK
MGYA00167237	-9.2942	-9.5714	OK
MGYA00167238	-23.2317	-134.9611	OK
MGYA00167239	-17.5263	42.2073	OK
MGYA00167240	42.1735	17.7252	OK
MGYA00167241	-33.6895	-71.998	OK
MGYA00167242	-23.1107	-134.9329	OK
MGYA00167243	-23.1108	-134.9327	OK
MGYA00167244	39.2143	19.406	OK
MGYA00167245	-34.0614	-73.1066	OK
MGYA00167246	14.5741	69.9988	OK
MGYA00167247	-60.2287	-60.6476	OK
MGYA00167248	36.15	-28.9989	OK
MGYA00167249	-23.2189	-129.4997	OK
MGYA00167250	19.0359	64.511	OK
MGYA00167251	0.0307	-84.612	OK
MGYA00167252	0.0396	-153.8066	OK
MGYA00167253	20.8183	63.5047	OK
MGYA00167254	0.0033	71.6428	OK
MGYA00167255	-63.8768	-56.0916	OK
MGYA00167256	37.4956	15.4945	OK
MGYA00167257	-8.9971	-139.1963	OK
MGYA00167258	29.7902	-79.6437	OK
MGYA00167259	35.7528	14.2765	OK
MGYA00167260	-6.6344	-152.548	OK
MGYA00167261	32.9986	-121.7698	OK
MGYA00167262	14.2035	-116.6261	OK
MGYA00167263	2.0299	-84.5546	OK
MGYA00167264	-13.0781	46.9706	OK
MGYA00167265	-35.2421	26.3048	OK
MGYA00167266	-29.6954	-101.1897	OK
MGYA00167267	-28.1698	-107.3833	OK
MGYA00167268	32.7526	-122.0013	OK
MGYA00167269	-17.0248	42.7401	OK
MGYA00167270	40.6433	2.8751	OK
MGYA00167271	34.453	14.9538	OK
MGYA00167272	36.5158	-3.9942	OK
MGYA00167273	-33.6895	-71.998	OK
MGYA00167274	25.6168	-88.4532	OK
MGYA00167275	0.0222	-153.6858	OK
MGYA00167276	-23.2142	-129.6312	OK
MGYA00167277	18.5667	66.522	OK
MGYA00167278	18.5743	66.5029	OK
MGYA00167279	11.2521	-152.4543	OK
MGYA00167280	-2.0409	72.1645	OK
MGYA00167281	36.0088	-4.5184	OK
MGYA00167282	-33.6771	-71.9719	OK
MGYA00167283	-9.3	-9.5587	OK
MGYA00167284	23.36	37.2183	OK
MGYA00167285	-23.0244	-134.9228	OK
MGYA00167286	-8.7484	-17.9179	OK
MGYA00167287	43.6825	-16.8412	OK
MGYA00167288	-57.7338	-67.1084	OK
MGYA00167289	-44.6241	-52.1505	OK
MGYA00167290	37.5057	17.2174	OK
MGYA00167291	18.5918	66.622	OK
MGYA00167292	32.9997	-66.5655	OK
MGYA00167293	39.2305	-70.0377	OK
MGYA00167294	-30.2163	-43.275	OK
MGYA00167295	5.9996	73.8994	OK
MGYA00167296	-8.7986	-17.9034	OK
MGYA00167297	38.002	3.9679	OK
MGYA00167298	-20.4075	-3.1641	OK
MGYA00167299	34.2189	13.891	OK
MGYA00167300	6.671	-153.0658	OK
MGYA00167301	43.7421	-16.9002	OK
MGYA00167302	-25.8051	-111.7202	OK
MGYA00167303	-21.4593	54.3041	OK
MGYA00167304	14.1957	-116.7293	OK
MGYA00167305	-34.161	-73.0995	OK
MGYA00167306	41.6686	2.7996	OK
MGYA00167307	31.471	-159.101	OK
MGYA00167308	2.0218	-84.5652	OK
MGYA00167309	-25.8076	-111.6906	OK
MGYA00167310	6.3378	-102.9538	OK
MGYA00167311	-30.1471	-43.2915	OK
MGYA00167312	43.6904	-16.8544	OK
MGYA00167313	-11.9873	-151.05	OK
MGYA00167314	34.0533	-49.8355	OK
MGYA00167315	36.253	14.3033	OK
MGYA00167316	6.6112	-153.0543	OK
MGYA00167317	35.3671	-127.7422	OK
MGYA00167318	-22.3368	40.3412	OK
MGYA00167319	-23.2488	-129.4608	OK
MGYA00167320	36.5229	-4.0023	OK
MGYA00167321	-32.7971	-87.0693	OK
MGYA00167322	6.3559	-103.0598	OK
MGYA00167323	35.9167	-37.2761	OK
MGYA00167324	-63.3944	-56.7958	OK
MGYA00167325	6.3378	-102.9538	OK
MGYA00167326	-31.0507	4.6603	OK
MGYA00167327	-23.0246	-134.9235	OK
MGYA00167328	-32.7954	-87.0839	OK
MGYA00167329	-64.3183	-53.1081	OK
MGYA00167330	39.3991	19.3997	OK
MGYA00167331	-64.3327	-53.0731	OK
MGYA00167332	5.9998	73.9067	OK
MGYA00167333	-23.2811	-129.3947	OK
MGYA00167334	-29.5333	37.9117	OK
MGYA00167335	-31.0198	4.6685	OK
MGYA00167336	6.8156	-153.1026	OK
MGYA00167337	-34.0614	-73.1066	OK
MGYA00167338	6.3305	-102.9464	OK
MGYA00167339	-8.903	-140.2801	OK
MGYA00167340	23.3733	37.2167	OK
MGYA00167341	36.5533	-6.5669	OK
MGYA00167342	6.671	-153.0658	OK
MGYA00167343	22.7901	-157.9439	OK
MGYA00167344	31.6948	-64.2489	OK
MGYA00167345	18.4417	39.8567	OK
MGYA00167346	20.807	63.513	OK
MGYA00167347	39.91	12.8266	OK
MGYA00167348	31.5213	-158.9958	OK
MGYA00167349	-23.1571	-135.0182	OK
MGYA00167350	-16.957	53.9801	OK
MGYA00167351	18.4417	39.8567	OK
MGYA00167352	-1.9778	-84.5992	OK
MGYA00167353	-54.3739	-65.1342	OK
MGYA00167354	19.0393	64.4913	OK
MGYA00167355	17.4831	68.0026	OK
MGYA00167356	4.66	73.4856	OK
MGYA00167357	-0.0283	-84.5862	OK
MGYA00167358	14.6059	69.9776	OK
MGYA00167359	-31.4424	-93.9597	OK
MGYA00167360	-8.9109	-140.2845	OK
MGYA00167361	-25.8162	-111.7349	OK
MGYA00167362	33.061	-66.5435	OK
MGYA00167363	1.9928	-84.5766	OK
MGYA00167364	42.2038	17.715	OK
MGYA00167365	20.8116	63.5128	OK
MGYA00167366	-8.8999	-142.5461	OK
MGYA00167367	-8.9124	-142.5595	OK
MGYA00167368	-63.3815	-56.8047	OK
MGYA00167369	17.4825	67.9869	OK
MGYA00167370	31.4794	-159.0901	OK
MGYA00167371	-47.2007	-57.9446	OK
MGYA00167372	-29.5333	37.9117	OK
MGYA00167373	-13.0781	46.9706	OK
MGYA00167374	-23.2189	-129.4997	OK
MGYA00167375	-23.2232	-129.5986	OK
MGYA00167376	17.4847	67.9997	OK
MGYA00167377	34.6663	-71.2907	OK
MGYA00167378	18.4917	39.8583	OK
MGYA00167379	-9.1504	-140.5216	OK
MGYA00167380	42.1646	17.736	OK
MGYA00167381	-23.2329	-134.9606	OK
MGYA00167382	17.5294	67.9576	OK
MGYA00167383	-57.7338	-67.1084	OK
MGYA00167384	-44.5342	-52.455	OK
MGYA00167385	31.5024	-159.0393	OK
MGYA00167386	-20.9315	-35.1794	OK
MGYA00167387	-12.807	45.2247	OK
MGYA00167388	27.155	34.83	OK
MGYA00167389	35.2698	-127.7268	OK
MGYA00167390	36.5103	-3.9747	OK
MGYA00167391	-12.9119	-96.1101	OK
MGYA00167392	-44.6474	-52.1308	OK
MGYA00167393	-20.4091	-3.1759	OK
MGYA00167394	-29.5046	37.9599	OK
MGYA00167395	-6.6382	-152.5141	OK
MGYA00167396	-34.173	-73.0814	OK
MGYA00167397	6.6112	-153.0543	OK
MGYA00167398	-28.1698	-107.3833	OK
MGYA00167399	18.3967	39.8767	OK
MGYA00167400	6.8156	-153.1026	OK
MGYA00167401	-30.1367	-43.2899	OK
MGYA00167402	22.7384	-158.0715	OK
MGYA00167403	-34.0614	-73.1066	OK
MGYA00167404	-34.1684	-73.0906	OK
MGYA00167405	-9.3	-9.5587	OK
MGYA00167406	18.3967	39.875	OK
MGYA00167407	-29.5015	37.9946	OK
MGYA00167408	-17.3066	42.2853	OK
MGYA00167409	-40.6083	-51.9557	OK
MGYA00167410	37.4956	15.4945	OK
MGYA00167411	-23.0242	-134.9232	OK
MGYA00167412	31.7913	-64.1522	OK
MGYA00167413	37.5152	17.3171	OK
MGYA00167414	35.8913	-37.2369	OK
MGYA00167415	-40.6241	-51.9229	OK
MGYA00167416	-29.668	-101.2285	OK
MGYA00167417	36.5103	-3.9747	OK
MGYA00167418	-31.027	4.6802	OK
MGYA00167419	5.9998	73.9067	OK
MGYA00167420	-31.0266	4.665	OK
MGYA00167421	22.7598	-157.9568	OK
MGYA00167422	34.2116	13.7684	OK
MGYA00167423	34.4064	15.043	OK
MGYA00167424	-20.9514	-35.2273	OK
MGYA00167425	18.5584	66.4725	OK
MGYA00167426	9.8432	-80.0621	OK
MGYA00167427	40.6769	2.8662	OK
MGYA00167428	6.8381	-153.1058	OK
MGYA00167429	38.0093	3.9712	OK
MGYA00167430	-63.4015	-56.7938	OK
MGYA00167431	39.4046	19.3886	OK
MGYA00167432	29.6394	-79.5395	OK
MGYA00167433	36.1715	-29.023	OK
MGYA00167434	-16.9567	53.9809	OK
MGYA00167435	14.2005	-116.7031	OK
MGYA00167436	-30.1367	-43.2899	OK
MGYA00167437	-44.5582	-52.2718	OK
MGYA00167438	-35.2351	26.3022	OK
MGYA00167439	-21.0716	-35.3964	OK
MGYA00167440	-64.3369	-53.1308	OK
MGYA00167441	-33.688	-71.9903	OK
MGYA00167442	-22.3368	40.3412	OK
MGYA00167443	-12.9214	-96.0953	OK
MGYA00167444	-32.7404	-87.0992	OK
MGYA00167445	25.6168	-88.4532	OK
MGYA00167446	-8.9543	-139.26	OK
MGYA00167447	-60.2287	-60.6476	OK
MGYA00167448	-44.5838	-52.1952	OK
MGYA00167449	2.815	71.534	OK
MGYA00167450	-44.6474	-52.1308	OK
MGYA00167451	31.8103	-64.1348	OK
MGYA00167452	35.2698	-127.7268	OK
MGYA00167453	17.4855	68.0247	OK
MGYA00167454	18.5743	66.5029	OK
MGYA00167455	-23.2232	-129.5986	OK
MGYA00167456	-44.5582	-52.2718	OK
MGYA00167457	-21.0292	-35.3498	OK
MGYA00167458	-28.2025	-107.5659	OK
MGYA00167459	36.5533	-6.5669	OK
MGYA00167460	-32.2401	17.7103	OK
MGYA00167461	18.5584	66.4725	OK
MGYA00167462	-9.1508	-140.4969	OK
MGYA00167463	36.5533	-6.5669	OK
MGYA00167464	-6.605	-152.5075	OK
MGYA00167465	17.4855	68.0247	OK
MGYA00167466	17.4814	67.9947	OK
MGYA00167467	17.4825	67.9869	OK
