eventID	decimalLatitude	decimalLongitude	quality
MGYA00166828	6.3356	-103.0399	OK
MGYA00166829	33.9235	32.8118	OK
MGYA00166830	17.4814	67.9947	OK
MGYA00166831	-16.8084	59.5043	OK
MGYA00166832	42.2038	17.715	OK
MGYA00166833	35.8605	-37.178	OK
MGYA00166834	18.5584	66.4725	OK
MGYA00166835	-5.2514	-85.1696	OK
MGYA00166836	2.0399	-84.5599	OK
MGYA00166837	-22.3369	40.3412	OK
MGYA00166838	-8.8923	-140.2897	OK
MGYA00166839	-23.1107	-134.9326	OK
MGYA00166840	-47.2116	-58.0266	OK
MGYA00166841	7.4169	-79.317	OK
MGYA00166842	-9.28	-9.6193	OK
MGYA00166843	-8.8984	-140.3089	OK
MGYA00166844	20.8222	63.5133	OK
MGYA00166845	-23.1162	-134.9329	OK
MGYA00166846	18.5667	66.522	OK
MGYA00166847	0.0078	-153.6265	OK
MGYA00166848	-33.9116	-73.0537	OK
MGYA00166849	-11.9805	-151.1194	OK
MGYA00166850	-32.7969	-87.086	OK
MGYA00166851	6.3559	-103.0598	OK
MGYA00166852	14.2075	-116.6468	OK
MGYA00166853	18.5839	66.4727	OK
MGYA00166854	25.5593	-88.4126	OK
MGYA00166855	34.1504	-56.9684	OK
MGYA00166856	18.5745	66.4895	OK
MGYA00166857	0.0063	-84.585	OK
MGYA00166858	44.0342	-16.5455	OK
MGYA00166859	-61.9689	-49.5017	OK
MGYA00166860	-23.1571	-135.0181	OK
MGYA00166861	6.4998	-94.9527	OK
MGYA00166862	-22.3368	40.3412	OK
MGYA00166863	22.7598	-157.9568	OK
MGYA00166864	18.5584	66.4725	OK
MGYA00166865	-23.1571	-135.0182	OK
MGYA00166866	38.002	3.9679	OK
MGYA00166867	22.7546	-158.0067	OK
MGYA00166868	17.0854	-118.8913	OK
MGYA00166869	40.7003	2.873	OK
MGYA00166870	36.5229	-4.0023	OK
MGYA00166871	-32.2401	17.7103	OK
MGYA00166872	-32.7971	-87.0693	OK
MGYA00166873	-29.4964	37.9974	OK
MGYA00166874	-28.1698	-107.3833	OK
MGYA00166875	20.8457	63.5851	OK
MGYA00166876	-44.5455	-52.3242	OK
MGYA00166877	36.1765	-28.9694	OK
MGYA00166878	-23.0246	-134.9231	OK
MGYA00166879	-23.1571	-135.018	OK
MGYA00166880	-33.6737	-71.9641	OK
MGYA00166881	-8.7296	-17.9604	OK
MGYA00166882	23.36	37.2183	OK
MGYA00166883	22.7478	-158.0513	OK
MGYA00166884	35.4135	-127.7053	OK
MGYA00166885	37.0541	1.9478	OK
MGYA00166886	-8.9068	-140.283	OK
MGYA00166887	-57.7338	-67.1084	OK
MGYA00166888	-62.0385	-49.529	OK
MGYA00166889	-35.2421	26.3048	OK
MGYA00166890	36.1715	-29.023	OK
MGYA00166891	14.2025	-116.6433	OK
MGYA00166893	-21.4612	56.7654	OK
MGYA00166894	-21.1526	-104.8117	OK
