eventID	decimalLatitude	decimalLongitude	quality
MGYA00206251	14.52	-26	OK
MGYA00206252	18.04	-133.26	OK
MGYA00206253	-9.12	-30.19	OK
MGYA00206254	-29.6525	92.9852	OK
MGYA00206255	14.52	-26	OK
MGYA00206256	-11.23	-172.64	OK
MGYA00206257	-26.91	-21.43	OK
MGYA00206258	29.97	-23.69	OK
MGYA00206259	15.9087	-124.4738	OK
MGYA00206260	-27.9783	63.2478	OK
MGYA00206261	-31.81	6.84	OK
MGYA00206262	12	-108.06	OK
MGYA00206263	10.0927	-99.2462	OK
MGYA00206264	-3.03	-27.33	OK
MGYA00206265	-39.23	135.19	OK
MGYA00206266	-31.81	6.84	OK
MGYA00206267	-38.64	150.41	OK
MGYA00206268	-22.97	-36.95	OK
MGYA00206269	-15.83	-33.41	OK
MGYA00206270	-9.12	-30.19	OK
MGYA00206271	9.22	-163.53	OK
MGYA00206272	-33.55	39.89	OK
MGYA00206273	10.0927	-99.2462	OK
MGYA00206274	-28.62	-11.8	OK
MGYA00206275	-29.81	82.62	OK
MGYA00206276	-39.23	135.19	OK
MGYA00206277	-30.3327	103.3075	OK
MGYA00206278	-32.8128	12.7692	OK
MGYA00206279	-22.97	-36.95	OK
MGYA00206280	17.43	-59.83	OK
MGYA00206281	-38.64	150.41	OK
MGYA00206282	9.22	-163.53	OK
MGYA00206283	-27.9783	63.2478	OK
MGYA00206284	-11.23	-172.64	OK
MGYA00206285	-29.81	82.62	OK
MGYA00206286	-31.16	110.18	OK
MGYA00206287	-3.03	-27.33	OK
MGYA00206288	-25.49	-179.52	OK
MGYA00206289	21.0638	-150.3192	OK
MGYA00206290	-28.4063	179.1413	OK
MGYA00206291	19.9897	-52.6367	OK
