eventID	decimalLatitude	decimalLongitude	quality
MGYA00593020	78.9753	9.485	OK
MGYA00593021	78.9068	7.7667	OK
MGYA00593022	81.5078	21.85	OK
MGYA00593023	79.0517	11.1075	OK
MGYA00593024	80.1256	22.1527	OK
MGYA00593025	78.9753	9.485	OK
MGYA00593026	78.9068	7.7667	OK
MGYA00593027	78.9753	9.485	OK
MGYA00593028	81.5078	21.85	OK
MGYA00593029	80.1256	22.1527	OK
MGYA00593030	79.0517	11.1075	OK
MGYA00593031	78.9068	7.7667	OK
MGYA00593032	81.5078	21.85	OK
MGYA00593033	80.1256	22.1527	OK
MGYA00593034	79.0517	11.1075	OK
MGYA00593035	78.9569	11.9471	OK
MGYA00593036	78.89	12.47	OK
MGYA00593037	78.89	12.47	OK
MGYA00593038	78.9068	9.485	OK
MGYA00593039	78.9068	9.485	OK
MGYA00593040	78.9068	9.485	OK
MGYA00593041	78.9068	7.7667	OK
MGYA00593042	78.9068	7.7667	OK
MGYA00593043	81.5078	21.85	OK
MGYA00593044	81.5078	21.85	OK
MGYA00593045	81.206	22.1112	OK
MGYA00593046	81.205	22.1112	OK
MGYA00593047	80.6557	22.0855	OK
MGYA00593048	80.6557	22.0855	OK
MGYA00593049	80.1256	22.1527	OK
MGYA00593050	80.1256	22.1527	OK
MGYA00593051	79.0653	4.1842	OK
MGYA00593052	79.0653	4.1842	OK
MGYA00593053	78.9302	12.3814	OK
MGYA00593054	78.9302	12.3814	OK
MGYA00593055	78.9302	12.3814	OK
MGYA00593056	78.9569	11.9471	OK
MGYA00593057	79.0517	11.1075	OK
MGYA00593058	79.0517	11.1075	OK
MGYA00593059	79.0517	11.1075	OK
MGYA00593060	78.89	12.47	OK
MGYA00593061	78.89	12.47	OK
MGYA00593062	78.9753	9.485	OK
MGYA00593063	78.9753	9.485	OK
MGYA00593064	78.9068	7.7667	OK
MGYA00593065	78.9068	7.7667	OK
MGYA00593066	81.5078	21.85	OK
MGYA00593067	81.5078	21.85	OK
MGYA00593068	80.6557	22.0855	OK
MGYA00593069	80.6557	22.0855	OK
MGYA00593070	80.1256	22.1527	OK
MGYA00593071	80.1256	22.1527	OK
MGYA00593072	79.0653	4.1842	OK
MGYA00593073	78.9302	12.3814	OK
MGYA00593074	78.9569	11.9471	OK
MGYA00593075	78.9569	11.9471	OK
MGYA00593076	79.0517	11.1075	OK
MGYA00593077	79.0517	11.1075	OK
MGYA00593078	78.89	12.47	OK
MGYA00593079	78.9068	7.7667	OK
MGYA00593080	81.5078	21.85	OK
MGYA00593081	80.6557	22.0855	OK
MGYA00593082	80.1256	22.1527	OK
MGYA00593083	79.0653	4.1842	OK
MGYA00593084	78.9569	11.9471	OK
MGYA00593085	79.0517	11.1075	OK
MGYA00593086	78.89	12.47	OK
MGYA00593087	78.9753	9.485	OK
MGYA00593088	78.9068	7.7667	OK
MGYA00593089	81.5078	21.85	OK
MGYA00593090	81.205	22.1112	OK
MGYA00593091	81.205	22.1112	OK
MGYA00593092	80.6557	22.0855	OK
MGYA00593093	80.1256	22.1527	OK
MGYA00593094	79.0653	4.1842	OK
MGYA00593095	79.0653	4.1842	OK
MGYA00593096	78.9302	12.3814	OK
MGYA00593097	78.9302	12.3814	OK
MGYA00593098	78.9569	11.9471	OK
MGYA00593099	79.0517	11.1075	OK
MGYA00593100	79.0517	11.1075	OK
