eventID	decimalLatitude	decimalLongitude	quality
MGYA00359418	21.27	39.06	OK
MGYA00359419	21.27	39.06	OK
MGYA00359420	21.13	39.07	OK
MGYA00359421	21.13	39.07	OK
MGYA00359422	21.13	39.07	OK
MGYA00359423	21.13	39.07	OK
MGYA00359424	21.13	39.07	OK
MGYA00359425	21.13	39.07	OK
MGYA00359426	21.13	39.07	OK
MGYA00359427	21.13	39.07	OK
MGYA00359428	21.04	39.12	OK
MGYA00359429	21.04	39.12	OK
MGYA00359430	21.27	39.06	OK
MGYA00359431	21.04	39.12	OK
MGYA00359432	21.04	39.12	OK
MGYA00359433	21.04	39.12	OK
MGYA00359434	21.04	39.12	OK
MGYA00359435	21.04	39.12	OK
MGYA00359436	21.04	39.12	OK
MGYA00359437	21.04	39.12	OK
MGYA00359438	21.27	39.06	OK
MGYA00359439	21.27	39.06	OK
MGYA00359440	21.27	39.06	OK
MGYA00359441	21.27	39.06	OK
MGYA00359442	21.27	39.06	OK
MGYA00359443	21.27	39.06	OK
MGYA00359444	21.13	39.07	OK
