eventID	decimalLatitude	decimalLongitude	quality
MGYA00199483	-2.0465	72.1568	OK
MGYA00199484	18.5918	66.622	OK
MGYA00199485	-21.5043	54.3563	OK
MGYA00199486	14.5536	70.0128	OK
MGYA00199487	42.2038	17.715	OK
MGYA00199488	37.051	1.9378	OK
MGYA00199489	-9.3921	66.4228	OK
MGYA00199490	18.5918	66.622	OK
MGYA00199491	14.5536	70.0128	OK
MGYA00199492	14.6059	69.9776	OK
MGYA00199493	-21.5043	54.3563	OK
MGYA00199494	14.6059	69.9776	OK
MGYA00199495	-0.6625	73.161	OK
MGYA00199496	14.5536	70.0128	OK
MGYA00199497	14.5536	70.0128	OK
MGYA00199498	-21.5043	54.3563	OK
MGYA00199499	-0.6625	73.161	OK
MGYA00199500	-0.6625	73.161	OK
MGYA00199501	-0.6625	73.161	OK
MGYA00199502	18.5918	66.622	OK
